-4.631100457885586330e+00,-2.981353626151682090e-01
-4.570608261804352423e+00,-1.405462893301959504e+00
-3.649806614402680172e+00,-3.254214976937692239e+00
-3.158123602532995289e+00,2.903775160310820613e+00
-3.631926092889635749e-01,4.484182193227948865e+00
-1.841248817371347046e-01,-4.523182579882585763e+00
1.625526968398528727e+00,4.905733108014316279e+00
2.869685968700540712e+00,-3.206339918261027044e+00
3.725933572878874944e+00,-1.721617380932915609e+00
4.539802434177094170e+00,3.191731074721266825e-01
4.834088485785843936e+00,2.080227027464194300e+00
