-4.100744608103614297e+00,5.506425135011676630e-01
-3.956545580768226600e+00,-1.144294932694466693e+00
-3.454097070420573345e+00,2.458414508273985444e+00
-2.815317977906965474e+00,-3.177529550130354874e+00
-2.803007410952413014e+00,3.090968801881579964e+00
-2.514648093466253620e+00,-3.526012768168928169e+00
-1.823219886684409818e+00,3.856990560722395323e+00
-1.591042950264130784e+00,-4.129324347405306739e+00
-1.256432191120711250e+00,-4.201924010555683431e+00
7.814997760887467670e-01,3.911472664374011643e+00
8.043224292404665965e-01,-4.035118110778197931e+00
1.434800695825688477e+00,-3.800725853982088065e+00
2.083568777386582305e+00,3.610427403425259474e+00
2.346196165975134029e+00,-3.384356069517706178e+00
2.415029495050539765e+00,-3.322728828325125505e+00
3.118032001779476925e+00,3.037349364082087888e+00
3.278721199306231515e+00,-2.119782490920999241e+00
3.767425896914367911e+00,-7.875253210249987257e-01
3.873360887056837232e+00,1.622774204811181953e+00
4.006046274542666374e+00,4.867527525931199528e-01
